cpu-bind=MASK - n2cn0405, task  0  0 [33774]: mask |BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB|  set
cpu-bind=MASK - n2cn0406, task 106 42 [534414]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--B-----||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 178 50 [27926]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--B-----|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 179 51 [27927]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||---B----|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 180 52 [27928]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||----B---|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 181 53 [27929]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||-----B--|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 182 54 [27930]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||------B-|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 183 55 [27931]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||-------B|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 184 56 [27932]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|B-------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 242 50 [30030]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--B-----|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 243 51 [30031]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||---B----|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 244 52 [30032]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||----B---|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 245 53 [30033]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||-----B--|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 246 54 [30034]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||------B-|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 247 55 [30035]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||-------B|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0412, task 248 56 [30036]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|B-------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 107 43 [534415]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|---B----||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 108 44 [534416]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|----B---||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 109 45 [534417]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|-----B--||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 110 46 [534418]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|------B-||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 111 47 [534419]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|-------B||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 112 48 [534420]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||B-------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0406, task 113 49 [534421]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||-B------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  1  1 [33850]: mask |-B------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  2  2 [33851]: mask |--B-----|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  3  3 [33852]: mask |---B----|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  4  4 [33853]: mask |----B---|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  5  5 [33854]: mask |-----B--|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  6  6 [33855]: mask |------B-|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  7  7 [33856]: mask |-------B|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  8  8 [33857]: mask |--------|B-------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task  9  9 [33858]: mask |--------|-B------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 10 10 [33859]: mask |--------|--B-----||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 11 11 [33860]: mask |--------|---B----||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 12 12 [33861]: mask |--------|----B---||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 13 13 [33862]: mask |--------|-----B--||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 14 14 [33863]: mask |--------|------B-||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 15 15 [33864]: mask |--------|-------B||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 16 16 [33865]: mask |--------|--------||B-------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 17 17 [33866]: mask |--------|--------||-B------|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 18 18 [33867]: mask |--------|--------||--B-----|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 19 19 [33868]: mask |--------|--------||---B----|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 20 20 [33869]: mask |--------|--------||----B---|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 21 21 [33870]: mask |--------|--------||-----B--|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 22 22 [33871]: mask |--------|--------||------B-|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 23 23 [33872]: mask |--------|--------||-------B|--------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 24 24 [33873]: mask |--------|--------||--------|B-------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 25 25 [33874]: mask |--------|--------||--------|-B------||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 26 26 [33875]: mask |--------|--------||--------|--B-----||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 27 27 [33876]: mask |--------|--------||--------|---B----||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 28 28 [33877]: mask |--------|--------||--------|----B---||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 29 29 [33878]: mask |--------|--------||--------|-----B--||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 30 30 [33879]: mask |--------|--------||--------|------B-||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 31 31 [33880]: mask |--------|--------||--------|-------B||--------|--------||--------|--------||||--------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 32 32 [33881]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||B-------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 33 33 [33882]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||-B------|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 34 34 [33883]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--B-----|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 35 35 [33884]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||---B----|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 36 36 [33885]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||----B---|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 37 37 [33886]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||-----B--|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 38 38 [33887]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||------B-|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 39 39 [33888]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||-------B|--------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0405, task 40 40 [33889]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|B-------||--------|--------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 185 57 [27933]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|-B------||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 186 58 [27934]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|--B-----||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 187 59 [27935]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|---B----||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 188 60 [27936]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|----B---||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 189 61 [27937]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|-----B--||--------|--------||--------|--------|  set
cpu-bind=MASK - n2cn0410, task 190 62 [27938]: mask |--------|--------||--------|--------||--------|--------||--------|--------||||--------|--------||--------|------B-||--------|--------||--------|--------|  set
