cpu-bind=MASK - n2cn0810, task  0  0 [2097273]: mask |BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB|  set
[n2cn0887:1442020] MCW rank 185 bound to socket 0[core 57[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442024] MCW rank 189 bound to socket 0[core 61[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442025] MCW rank 190 bound to socket 0[core 62[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442025] MCW rank 190 bound to socket 0[core 62[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442020] MCW rank 185 bound to socket 0[core 57[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442051] MCW rank 216 bound to socket 1[core 88[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442054] MCW rank 219 bound to socket 1[core 91[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442051] MCW rank 216 bound to socket 1[core 88[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442054] MCW rank 219 bound to socket 1[core 91[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442072] MCW rank 237 bound to socket 1[core 109[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././.]
[n2cn0887:1442072] MCW rank 237 bound to socket 1[core 109[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././.]
[n2cn0887:1442090] MCW rank 255 bound to socket 1[core 127[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B]
[n2cn0887:1442041] MCW rank 206 bound to socket 1[core 78[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442037] MCW rank 202 bound to socket 1[core 74[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442090] MCW rank 255 bound to socket 1[core 127[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B]
